Time_s,Ground_Truth,Classical_Sensor_Steps_1_2,Quantum_Sensor_Steps_1_2,Classical_w_Env_Step_3,Quantum_w_Env_Step_3,Classical_ADC_SAR_Step_4,Quantum_ADC_DS_Step_4
0.046,0.831642896410873,0.811537013049357,1.02592394169933,-0.806543297648691,1.02911610773911,2.99196180990395,3.29999999999999
0.047,0.799875131184479,0.765505358992741,0.716610780471238,0.767197766359637,0.7168401247725,1.83270538783819,3.29999999999999
0.048,0.768236798117528,0.777603250600222,0.775264904189026,0.777951878065118,0.772432401855776,0.517030551211937,3.29999999999999
0.049,0.736919245385084,0.687241498823897,0.548473850764854,0.68690194609303,0.550876791387014,0.83617061596175,3.29999999999999
0.05,0.706107373853764,0.80094433183142,0.639716041094531,0.803155253000262,0.641348899907731,2.69975734699853,3.29999999999999
0.051,0.675978579581009,0.738541331371737,0.732629799634253,0.740113069890647,0.674727304338091,3.3,3.29999999999999
0.052,0.646701743528847,0.656401264259898,0.618985050008328,0.655922312081054,0.617500884239026,3.3,3.29999999999999
0.053,0.618436274235028,0.620326192174169,0.487761782653161,0.62025046766438,0.489658535490898,3.24725983345885,3.29999999999999
0.054,0.59133120887904,0.582547824600916,0.464432143851559,0.584410104236026,0.464683199570326,2.98856267344693,3.29999999999999
0.055,0.56552437784413,0.619941422411855,0.314120652443315,0.621524751504293,0.312135128328958,3.1826528573124,3.29999999999999
0.056,0.541141637511212,0.546737306724251,0.573138566006701,0.546807204914853,0.57511179689797,3.3,3.29999999999999
0.057,0.518296175628289,0.485127080620657,0.493014311825066,0.484841292837172,0.490623364266154,3.3,3.29999999999999
0.058,0.497087893182199,0.479671222186466,0.516414348009441,0.481701764654037,0.516146765525488,3.29168598421828,3.29999999999999
0.059,0.477602866260306,0.510815378880109,0.489463379613505,0.51160860865908,0.487519091269385,3.24232761278478,3.29999999999999
0.06,0.459912890930809,0.510338717544747,0.581763405849676,0.512937946030498,0.585870212542699,3.26321921422221,3.29999999999999
0.061,0.444075113694221,0.437976870258498,0.539121532659121,0.439717220764192,0.53607206381932,3.29494478256883,3.29999999999999
0.062,0.430131749567957,0.411750092254026,0.492651795613283,0.410428730090377,0.49414586230259,3.29762926752535,3.29999999999999
0.063,0.418109889363687,0.406205770661756,0.482527795573254,0.406483681321814,0.48567919161007,3.27513404317028,3.29999999999999
0.064,0.408021397206015,0.466579685325878,0.333851784803821,0.465918290912798,0.338141171530984,3.25459862026908,3.29999999999999
0.065,0.399862898824024,0.308833141363009,0.272577870495501,0.311575178003419,0.269039139678094,3.24879313229815,3.29999999999999
0.066,0.393615860627227,0.393155272590137,0.490803432358645,0.39494669167242,0.495689785707643,3.2393904431336,3.29999999999999
0.067,0.389246759057511,0.425740643308856,0.362316234045274,0.42554964960098,0.364508257314243,3.22270250769159,3.29999999999999
0.068,0.386707339191556,0.286657367370998,0.418803625068167,0.290671157210085,0.419745649479412,3.21409043270572,3.29999999999999
0.069,0.385934961057085,0.40807003605016,0.210974800279044,0.40740634514171,0.212765510649361,3.21329931568878,3.29999999999999
0.07,0.38685303162394,0.425279039390305,0.530730838053913,0.425556167450385,0.526368236065692,3.20661270293918,3.29999999999999
0.071,0.389371519940252,0.275820474781567,0.413873458111735,0.276156690429939,0.418272889635828,3.2067601758502,3.29999999999999
0.072,0.393387552407737,0.357966529739069,0.303187311067266,0.358271599609461,0.306817607543269,3.20508321886679,3.29999999999999
0.073,0.398786084731035,0.362756332219091,0.438183006101007,0.365809971174059,0.438693954118663,3.18473746508169,3.29999999999999
0.074,0.405440646636689,0.325066332030687,0.331207984760495,0.325128302796719,0.330721386935387,3.17451067305418,3.29999999999999
